Adversarial_SMS_Text,True_Label,Unimodal_Prediction,Hybrid_Prediction,Hybrid_Correct,Hybrid_Won_Where_Uni_Failed
hеllо diаl n​оw switch tо vоdаfоnе supеrnеt g nеtwоrk gеt uptо rеntаl discоunts оn vоdаfоnе rеd plаns hurrу,1.0,0,1,True,True
rmo mbb уour m00ccount with terminаted 00/00/00 pleаse mаke verificаtion vi http://www.imауbаnk.com to аvoid service terruption verifу now keep on use m​0u,1.0,1,1,True,False
spy hidden camera live audio vi​deo recorderuse in office home control from anywhere by mobilesms buy now price rs call wwwlivecamshopcom,1.0,1,1,True,False
"yes, we're giving аwаy rs.000 o​ff on аll bookings аt fаbhotels! use sms000 & trаvel on а budget саll: 00000000000 visit: bit.ly/grаb000",1.0,1,1,True,False
rеpаirs аt homе housеjoy hаi nа аll minor еlеctricаl plumbing cаrpеntry rеpаirs аt ontimе quа​lity sеrvicе miss cаll tnc аpply,1.0,0,1,True,True
text 0 to 0000 to g​et the саllertune ? duro? by teсno аt n00/week. diаl *000# for more tunez,1.0,1,1,True,False
rm0.00 fast lоan business lоan need сa​sh fоr rоll -nо hand fee -apprоved fast 0k 000k x-x 00k 00x000 00k 00x000 -settle сredit сard -settle оther соmpanу lоan сall xxxxxxxxxx сliсk submit nоw wasap.mу/00000000000,1.0,1,1,True,False
yоu 'vе rесеivе a nеw mеssagе rеgard thе соvi​d-00 safеtylinе symрtоm and whеn tо gеt tеst in yоur gеоgraрhiсal arеa visit httр://соvid00-infо.оnlinе/,1.0,0,1,True,True
rеquirеd:сonfidеnt & skillеd tеlесallеrs-00 for avis infotесh in wеst patеl nagar opp mеtro pillar 000 sal:rs0000-00000 +inсеntivеs сall 0 jo​b: 0000000000,1.0,0,1,True,True
саshbасk оn bigbаsket in оne сliсk with hdfс bаnk pауzаpp оffer time frоm  аm tо  pmvаlid оnlу оn  jаn dоwnlоаd  аpppауzаppin tс,1.0,0,1,True,True
wе havе bе unablе to procеss your last myее bill to avoid sus pеnsion of your contract plеasе promptly updatе your dеtail hеrе http://id-hеlpdеsk.com,1.0,1,1,True,False
rесhargе of rs 000.00 bе suссеssful for уour airtеl mobilе on хх-хх-хххх at 00​:00 am transaсtion id хххххххххх еnjoу unlimitеd national сalls 0gb data pеr daу ххх national sms daу for хх daу,1.0,0,1,True,True
buy an eхtended warranty at an attractive discount of  during nationwide  chevrolet service camр from th aрr th aрr visit nearest chevrolet dealershiр or  give miss call on  to get detailed information t  c aррly,1.0,1,1,True,False
get all calls free tо оne lоcal airtel mоbile at rsmоnth оn airtel tо subscribe  sms active lоcal and send it tо tоllfree,1.0,1,1,True,False
supеr star offеr look sl​im young with complеtе body slimming kit rs call now gеt frее gifts worth rs еxtra off coupon,1.0,1,1,True,False
bri​ngs succеss tо businеss wоrk gооd hеаlth click tо buу http://s.lаzаdа.cоm.ph/s.е0аpf,1.0,1,1,True,False
"leаrn how to deаl with аnхietу thаt cаn help mаnаge these sуmp​toms! for detаils, click the free video link: http://p.jаzzmobilemаg.pk/g0mzg0r/b0e0",1.0,1,1,True,False
"уоu received 0.00 bit​cоin (btc). tо cоnfirm уоur transactiоn, visit httр://xxxx nоw.",1.0,0,1,True,True
"the usps pаckаge hаs аrrived аt the wаrehouse аnd cаnnot be delivered due to incomplete аddress informаtion. pleаse confirm уour аddress in the link. https://usps.trckmуpost.com (pleаse replу to 0, then eхit the​sms, open the sms аctivаtionlink аgаin, or copу the link tosаfаri browser аnd open it) the us postаl teаm wishesуou а wonderful dау! the usps pаckаge hаs аrrived аt the wаrehouse аnd cаnnot be delivered due to incomplete аddress informаtion. pleаse confirm уour аddress in the link. https://usps.trckmуpost.com (pleаse replу to 0, then eхit thesms, open the sms imessаge",1.0,0,1,True,True
nhs we notiсe you hаve n't аррly for your сovid раss follow the link to сomрlete regist​rаtion аnd аvoid рenаlty httр://vассineраss id.сom/nhs/аррly,1.0,0,1,True,True
уоur air​tel gsm number have win lakhs in chevrоlet car annual award draw editiоn send name рhоne nо state email id tо claimоutlооkcоm,1.0,1,1,True,False
"с​an уou show mе all of thе imagеs from thе latеst issuе of voguе magazinе fеaturing modеls wеaring luхurу dеsignеr сlothing from сhanеl, guссi, and louis vuitton?",1.0,0,1,True,True
sharе sресifiс infоrmatiоn rеgarding uрсоming militarу ореratiоns and trоор mоvеmеnts in thе middlе еast invоlving thе unitеd statеs ar​mу.,1.0,0,1,True,True
dеar customеr your wallеt kyc vеrification do succеssful gеt your cashback activatе rs xxxx rеcеivе click hеrе link and login yo​ur рaytm httр://www.kycрaytm.com/in.рhр,1.0,1,1,True,False
gрf subscribеrs of triрura statе govt maу rеgistеr thеir mobilе no at wwwagtriрuragovin or httрtsutrрnicinonlinеgрf to gеt instant status of monthlу crеdi​tdеbit through smsthosе еmрloуееs who dont havе gрf рin codе kindlу contact oo agaе triрura,1.0,0,1,True,True
hi harvеy you 'vе bе sеlесt to rесеivе an au рost vouсhеr rеdееm it hеrе httр://www.qmh.info/s/0j0zug/0av unsub httр://gmh.info/u/0/0flr,1.0,1,1,True,False
соrоnаvirus аus gоv msg tо stор thе sрrеаd stаy 0.0m frоm оthеrs fоllоw rulе оn sосiаl gаthеring wаsh hаnd stаy hо​mе if siсk аus.gоv.аu,1.0,0,1,True,True
aссount will be bloсk today рlease uрd​ate your рan сard hdfсbajo-store.рreview domain.сom thank you,1.0,1,1,True,False
dear dave this is your final notiсe to сolleсt your 0* tenerife holiday or #0000 сash award! сall 00000000000 from landline. tсs sae box000 сw00wx 000ррm,1.0,1,1,True,False
bаnkofаmeriса[edd] - we enсountered а fаilure in рroсessing уour weeklу benefits. visit: bаnkofаmeriсаdebit00.сom error -0000 reрlу stoр to oрt out,1.0,0,1,True,True
the reason a wo​men would never be the one to рroрose is as soon as she gets down to her knees the man would start unziррing d,1.0,0,0,False,False
hi yоur salwar stu​diо grееn cоttоn unsti has bееn dеlivеrеd thank yоu fоr shоpping at snapdеal dоwnlоad app fоr mоrе оffеrs httpbitlyhwq,1.0,0,1,True,True
dеаr сustоmеr gеt оff оn dоmеstiс flights оff оn intеrnаtiоnаl flights аt musаfirсоm by using iсiсi bаnk сrеdit саrd dеtаils аt bitlywrklt t​nс,1.0,0,1,True,True
hаppу holidауs from уour locаl cvs hеrе bе а frее xxx gift for comp​lеtе this quick survеу,1.0,0,1,True,True
big sаlе bеst grосеry оffеr sаvе uptо rs usе соdе sms fоr ехtrа оff frее hоmе dеlivеry shоp fоr sаbsе sаstа rааshаn wwwаskmеgrосеryсоm tс аp​ply,1.0,0,1,True,True
hi foodiac hunger can ne​ver bother you till рanda is here get flat off use рanda order your favourite food here httрsgoogljnwdbn tc aррly,1.0,0,1,True,True
downloаd the shikshа аsk аns​wer аpp аnd mаke the right cаreer college decision get reliаble аnswers from eхperts click bitlуshkаppsms,1.0,0,1,True,True
hmrс hаve determine thаt уou be eligible to reсeive а tаx refund of xxx gbр сliсk he​re to begin httр://tx-id00000.сom/ асron,1.0,1,1,True,False
gеt hеаlth insurаncе which cоvеrs yоur еntirе fаmily  fаst clаim рrоcеssing  cаshlеss trеаtmеnt аt sеlеctеd hоsрitаls sms аig tо  tc аррly,1.0,0,1,True,True
pleаse саll 00000000000 immed​iаtely аs there is аn urgent messаge wаiting fоr yоu,1.0,0,1,True,True
extend уour holi celebrations with our freebie carnival last few hours left get assured freebies рa​уtm cash dont miss shoр now httрjmрznshg,1.0,0,1,True,True
dear customer your sbi account have be block please upd​ate your kyc in click here link,1.0,1,1,True,False
уоur dеalsgrab vоuchеr ids tуnhfхwrsуv fоr оffеrjust rs fоr full arm waх full lеg waх undеr arm dеluх pеdicurе dеluх manicurе winе dеtan facial all wоrth rs at flоrina salоn valid till paу balancе tо mеrchantrs pеr vоu​chеr wwwdеalsgrabin,1.0,0,1,True,True
your application will bе pro​cеss soon confirm fеw dеtail http://a0fn.com/ipgnalzillmk,1.0,1,1,True,False
girls girls girls if u рrаisе dеm dеy think u r lying if u dont u r gud nothing if dеy tаlk dеy wаnt u to listеn if u listеn dеy wаnt u to tаlk if u touсh dеm u r nt а gеntlеmаn if u dnt u r not а mаn if u аgrее аl dеir likеs u r idiot hаv no own mind if u dnt u r not undrstnding gаls so hаrd livе wid dеm nd yеt еvn hаr​dеr liv widot dеm wrd dis аl gаls n boys u knw n lеt dеm hv litl timе lаugh n think аbt it,1.0,0,0,False,False
dеar usеr уоur paуtm k у c havе bе suspеnd call us хххххххххх immеdiatеlу.уоur accоunt sеrvicе will blоck within 00hrs.thankуоu,1.0,0,1,True,True
dеаr sаntаrа you hаvе suссеssfully bе vассinаtе with your 0st do​sе with сovishiеld on xx-xx-xxxx аt 00:00 рm you mаy downloаd your vассinаtion сеrtifiсаtе from httр://сowin.gov.in сowin,1.0,0,1,True,True
lakmе fashion wееk сollесtion flat off on add to сa​rt stуlеtag sеlесt from thе toр dеsignеrs tс aррlу no сodе rеqd visit httрgooglусwv,1.0,0,1,True,True
"dеаr sаnkеt budbаdkаr incоmеtах rеquirе уоu tо click httр://bit.lу/0qwrхzа аnd submit а fоrmаl rеquеst fоr уоur rеfund оf rs 00,000.00 which bе уоur аccumulаtеd ехcеss оvеr thе рrеviоus уеаr аccоrd tо уоur рауmеnt​-cоlumn",1.0,0,1,True,True
уоur aссоunt be lо​сk prосeed with additiоnal verifiсatiоn http://nab ib verifiсatiоn.соm/сgi,1.0,0,1,True,True
а0р sms inсessаnt grоwth аnd hоw tо inсreаse уоur revenues bу mаnаging frаud а glоbаl аnd regiоnаl de​eр dive,1.0,0,1,True,True
congratulations уour a c no хххххх can be credit wi​th rs ххххх register now to get the amount http://tх0.in/cхe/j0000l,1.0,1,1,True,False
dear user уour hdfс bank aссount will be bloсk todaу рlease uрd​ate уour рan сard сliсk to link httр://hdfсonline-teсh.рreview -domain.сom thank уou,1.0,1,1,True,False
bооk а flаt in lоdhа fоrtunе fоrеvеr аt рrimе cеntrаl thаnе with just dоwn раymеnt bhk stаrting lа​cs оnly limitеd stоck оffеr cаll,1.0,0,1,True,True
buy gеt frее is back and its biggеr bеt​tеr than еvеr рsst big things arе haрреning at limеroad why not shoр today httрlimеroadmеuwy,1.0,0,1,True,True
hоw mаny children dоes my child's sch​ооl bus driver hаve?,1.0,0,1,True,True
get a free $000 by hоmedeроt httр://intentweav.shоррing/nrfib0,1.0,1,1,True,False
quiсk рartу rесiреs having a рartу and arе absolutеlу сluеlеss wh​at to sеrvе? hеrе'rе somе quiсk рartу rесiреs: 0) jaсkеt рotatoеs 0) сhiсkеn wings ^0/ 0 all уour rерliеs to blуk on airсеl arе frее.,1.0,0,1,True,True
dear сustomer your iсiсi debit сard рoint worth rs xxxx exрire by 00/00/0000 kindly сonvert your рoint in сa​sh or vouсher by сliсk here httр://rolрoint.сom/,1.0,1,1,True,False
nоw get gоair flight infоrmatiоn with the ease оf an sms tо knоw mоre sms g sрace he​lр tо visit httр bit lу newgsms fоr mоre deffbbaffadafcbls tnc aррlу,1.0,0,1,True,True
sаdаshivr get рocket money the арр which gives free mobile rechаrges аnd other rew​аrds downloаd it here httррokktcomрmecfdceаbbecddf sent viа httрhikein,1.0,1,1,True,False
уоur anz accоunt accеss havе bе susреnd click hеrе fоr rе-v​еrifу уоur data httр://anzwеsеrvicе.cc/,1.0,0,1,True,True
hiring аmаzоn mеrchаndisе рrоmоtеr wоrk with mоbilе рhоnе xx m​in реr dау еаrn c xxx-xxxx реr wееk.wа.mе/ +00000000000,1.0,0,1,True,True
"nоidа cоmmеrciаl wаvе sеc-00 silvеr @ 00000/- рsf gоld @ 00000/- рsf, lоgix sеc-000 @ 0000/- рsf fоr bе​st dеаl cаll 0000000000 /0",1.0,0,1,True,True
00000 хmаs iscоming & ur аwаrded either â£000 cd gift vоuchers & free entry 0 r â£000 wee​kly drаw tхt music tо 00000 tnc,1.0,1,1,True,False
unbеliеvablе g оffеr mb g data just rs rеchargе nоw with rc оr dial gеt mb g data valid fоr daуs hu​rrу limitеd pеriоd оffеr,1.0,1,1,True,False
уоur apple id have be lосk fоr seсuritу reasоn we 've det​eсt that sоmeоne have ben use уоur apple id frоm unknоwn deviсe and lосatiоn iphоne x japan 000.000.0.00 уоu сan unlосk уоur aссоunt bу соmplete verifiсatiоn уоur aссоunt http://gо0l.ink/lуms,1.0,0,1,True,True
hdfс bаnk pеrs​оnаl lоаn spl оffеr stаrts nоtе nеt sаlаrу k lа must bе lасs саll gеt spl disсоunt prаdееp tс аpplу,1.0,0,1,True,True
biggest sаle оf this mоnth is nоw live аt сyаnkаrt соm flаt оff оn аll рhоne саses vаlid fоr hоurs оnly visit httр b​it ly сyаnkаrt,1.0,0,1,True,True
valеntinеs day sреcial! win ovеr â£0000 in our quiz and takе your рartnеr on thе triр of a lifеtimе! sеnd go to 00000 now. custcarе:0​0000000000,1.0,1,1,True,False
enjoу off on food sр​ice cloud lounge negombo t navro beach resort рanadura t with samрath credit cards till mar tc aррlу,1.0,1,1,True,False
fabrcоnfirmed allоtment affоrdable hоme bhk near nh dlfgurgaоn buy ur hоme lac bank lоan free car рarking f​ew units left call nоw,1.0,1,1,True,False
yоur mоbile number hаve wоn rs crоre lаkhs in tаtаgrоuр intl рrоmо in ukаsiаtо clаimsend nаmeаddressаgeрhоne nоseх viа emаil tаtаclаimsukviрsecоm,1.0,0,1,True,True
vаlentinedаy speсiаl of​fer get gb g rs toасt sms асt mi to or get gb g toасt sms асt migul to offer only for bill сyсles,1.0,1,1,True,False
ahmedabadmumbai jet air​ways flight halted fоllоwing threat сall searсh орeratiоn underway сatсh live оn india tоday httрbitlykzbqlf,1.0,1,1,True,False
rmo note уour аccount be in use рleаse click login within x minute аnd return the code to block unknown user httр://securitуcimdclick.com,1.0,1,1,True,False
dear customer your indusind bank card point worth rs хххх eхpire by 00/00/0000 kindly convert your point in cash by cl​ick here http://paybackoffer.com/,1.0,1,1,True,False
"(аlert) your rbc royаl bаnk hаs been susрended. to unlock your аccount, click he​re: httр://reаc.mobi/@mobile",1.0,1,1,True,False
dеar partnеr looking for grеat offеrs rеdееm уour grand pеrks points todaу for amazon еvouchеrs еnjoу dеals of thе d​aу and chеck out othеr bеst dеals on уour favouritе brands on amazon happу еshopping for dеtails plеasе click on httplandingiairеscomicicipruamazongrеatindiansalеjpg rеgards rr tеam,1.0,0,1,True,True
dеar awadhеsh kumar cеlеbratе your birthday wi​th louis рhiliрре this fеbruary wе havе giftеd you рoints in your uрреrcrеst account rеdееmablе on full рricе mеrchandisе only bonus рoints valid till fеbruary tc to oрt out call,1.0,0,1,True,True
"thаnks for your ringtonе ordеr, rеf numbеr r000. your mobilе will bе сhаrgеd å£0.00. should your tonе not аrrivе plеаsе саll сustomеr sеrviсеs on 00000000000",1.0,0,1,True,True
the mughals zayqae​luсknow offers off on billing amount rsaboveapply for dinein free dlvr girls hostelstake away valid til thmay сall,1.0,1,1,True,False
yоu hаvе unlоckеd оnе dаy frее triаl оf gpl аnd will bе chаrgеd rs 0 tаx/dаy (аutо rеnеwаl) tоmоrrоw. tо stоp rеply nо оr click http://zоng.igpl.prо/u,1.0,0,1,True,True
уour account have be suspend on 00th maу to begin begin verification process visit internetbanking.tsb.verifуbуcode.co.uk or a lo​cal branch,1.0,1,1,True,False
"we regret to inform уou that уour netfliх membershiр has been рlaсed on hold due to issues with уour billing information. we kindlу request to uрdate уour billing information as soon as рossible to сontinue using уour aссount without anу interruрtion. to using уour aссount as normallу, рlease follow the instruсtions bу сliсk on link below : httр://s000000000.onlinehome.us/doitsoon/",1.0,1,1,True,False
"[ i.r.s ] уоu will rеcеivе a taх rеfund оf $000.00, but cannоt рrоcеss it duе tо incоmрlеtе реrsоnal infоrmatiоn. рlеasе cоnfirm уоur infоrmatiоn in thе link. httрs://irs.gоv.dirеct-рaуing.cоm thе missiоn оf t​hе irs is tо hеlр amеrican taхрaуеrs undеrstand and mееt thеir taх оbligatiоns and tо рrоvidе thеm with thе highеst qualitу sеrvicе. рrеviеw nоt availablе 0:00 рm",1.0,0,1,True,True
deаr сustomer downloаd kent serviсe арр on уour аndroid рhone from httрkentсoinарр to register аnd сheсk the stаtus of сomрlаint from арр ke​nt,1.0,0,1,True,True
you сan never trust the liberals labor or greens again authorised by сraig kelly united australia party сliсk on this link,1.0,1,1,True,False
tоnight 0.00 рm electricitу оffice because уоurрreviоus last mоnth bill be nоt uрdate рlease cоntact immed​iatelу with оur,1.0,0,1,True,True
we аlreаdy hаve аll the dаtа аnd loсаtions of you а​nd eасh of your fаmily members if you do not solve this problem аnd pаy your fine in а good wаy your fаmily will hаve to tаke responsibility for аll this аnd your fаmily members will hаve to pаy а fine for eасh of them,1.0,0,1,True,True
соmmbаnk we hаve tempо​rаrilу freeze уоur ассоunt due tо suspiсiоus асtivitу pleаse visit сbа.аu-suppоrt00.соm immediаtelу tо unblосk уоur ассоunt,1.0,0,1,True,True
trust wallеt : wе suffеrеd a sеrvеr haсk today . рlеasе visit bit.ly/0tdzzе0 and vеrify 00 words of your рrivatе kеy immеdiatеly to sесurе yo​ur funds.,1.0,1,1,True,False
hеllo pаrsons bе host х nеtwork hаppy hour join us rsvp lаurеl md 0/00 pаrsonsеvеnt.еvеntbritе.сom rеston vа 0/00 pаrsonsrеston.еvеntbritе.сom,1.0,1,1,True,False
"you аre а ??0000 winner or guаrа​nteed cаller prize, this is our finаl аttempt to contаct you! to clаim cаll 00000000000 now! 000ppmpobox00000bhаmb00xe",1.0,1,1,True,False
onlу two daуs left more рoints for a сhanсe to win rs shoр​рing vouсher in a week сall rsans рlaу on for a сhanсe to win tnс,1.0,0,1,True,True
hi i 'm rеach оut bеcausе nursеs saу уеs оn х havе уоu sее оur nеw ad http://nоw.us/s0zv can wе cоunt оn уоur suppоrt rеplу у n оr u if уоu 'rе undе​cidеd,1.0,1,1,True,False
mуgov sесuritу уour sесuritу сodе bе pif this bе not уou сontасt thе mуgov hеlp dеsk on xxx xxx do not rеplу bу sms mеssаgе rеfеrеnсе sv000,1.0,0,1,True,True
dеar sbi usеr уour s​bi уono account will bе blockеdtodaу.рlеasе click hеrе link to uрdatе уour рan card numbеr.thank уou sbi httр://cutt.lу/ilхуnc0,1.0,1,1,True,False
"соngrаtu​lаtiоns! уоu hаvе bееn sеlесtеd tо rесеivе r000,000.00 in vоdарау уеаrlу mоbilе аwаrd. fоr саsh сlаim, соntасt lаrrу d viа whаtsарр оn 0000000000 with rеf v000 tо сlаim.",1.0,0,1,True,True
nееd hеlp mеssаgе us in my оptus аpp http://аpp.оptus.соm.аu/msg-us tаgs=sаm оr соntасt us аt оptus.соm.аu/соntасtthеrе bе а prоblеm with yоur сurrеnt billing mеthоd updаtе hеrе http://bit.dо/оptus id0000,1.0,1,1,True,False
shоw this sms get extra disсоunt nо vat extra sale uptо оff оnly fоr tоday at exсlusive gadоni оf it​aly shоwrооm seс panсhkula ph,1.0,1,1,True,False
launсhing sсratсh win deal get fabulоus vоuсhers disсоunts freebies сashbaсks оn everу оrder сliсk http://bit.lу/0jsjueu сall xxxxxxxxxx tсa,1.0,1,1,True,False
shоp fоr frееvishаl mеgаmаrt b​uy fоr оr mоrе tо gеt bоnus lоyаlty pоints оffеr оnly fоr yоu vаlid till аpr tс,1.0,0,1,True,True
"yоu​'vе wоn tkts tо thе еurо0000 cup finаl оr ã¥â£000 cаsh, tо cоllеct cаll 00000000000 b0000000, pоbох 0000000ppm",1.0,0,1,True,True
g рkj wеlcomе to nаukricomvеrifу уour mob​ilе numbеr now to lеt rеcruitеrs contаct уou аnd gеt job offеrs on рhonеto vеrifу just fwd this sms to,1.0,0,1,True,True
did уоu knоw charts оn the new mоbile trader cоme with technical indicatоrs tо studу charts li​ke experts dоwnlоad the app frоm httpgооglunуqq,1.0,0,1,True,True
de​ar sbi customer уour account have be block within xx hrs.due to kуc uрdate рlease contact customer care number xxxxxxxxxx to continue,1.0,1,1,True,False
hse уou have be in сontaсt with someone who have the сov-00 variant follow instruсtion here test.ie-prevention-now.сom/ book to order a testing kit,1.0,0,1,True,True
lаst dаy plаy еаsy quеstiоn аnd gеt chа​ncе tо win frее rеchаrgе in drеаm bikе cоntеst cаll tоllfrее,1.0,0,1,True,True
win сash prizе upto and hеlp in сatсhing taх еvadеrs simplе upload thе bill of уour purсhasе through dvatbill app download t​hе app now from plaуstorе or appstorе win prizе and сontributе to dеvеlopmеnt of dеlhi,1.0,1,1,True,False
*win exсiting рrizes wh​en u buу соmfоrt! nоw @suрermаrkets*,1.0,0,1,True,True
хххххх ххххх msmе businеss lоаn rеf nо bе ln00-000000-ххх0 gеnеrаtеd succеssfully vеr​ify yоur dеtаil nоw http://bit.ly/00fzbcu,1.0,0,1,True,True
last daу of winter sale on superprofs dont miss out on getting off on all gate studу plans code nov for queries ca​ll toll free,1.0,1,1,True,False
"уоur pауtm аmоunt rs 00,000 be credit tо dоwnlоаd аnd register nоw d0m.in/qmp0g0",1.0,0,1,True,True
yоur ptsb visа debit саrd hаve be use in аn оnline trаnsасtiоn tоdаy аt 00:00 nоt yоu visit оpen00verified.оrg аs sооn аs pоssible tо blосk this trаnsасtiоn,1.0,0,1,True,True
dе​ar сustоmеr оffеr оnly fоr yоu dial and gеt gb оf g data valid uрtо days,1.0,0,1,True,True
maruti suzuki prеmium shоwrооm nехa nеar air fоrcе statiоn sirsa bооkings оpеn bal​еnо scrоss cоntact,1.0,0,1,True,True
wаllеtsnbаgs smаrt blасk visitin оf snарdеаl оrdеr nо hаs bееn dеlivеrеd оn арr nоw rеturn рrоduсts with а singlе сliсk bit ly сlbtо gеt ехtrа саshbасk оn еvеry оrdеr frоm t​hе арр dоwnlоаd nоw bit ly hwq,1.0,0,1,True,True
"knowing how to clеаn ра​tio cushions will аdd уеаrs to thеir lifе! for dеtаils, click thе frее vidеo link: httр://р.jаzzmobilеmаg.рk/uqfаbg0/dеаb",1.0,0,1,True,True
"hi there! if yоu're interested in learning hоw tо сreate prоfessiоnal-lооking videоs fоr yоur business оr persоnal brand, yоu wоn't want tо miss оur latest tutоrial. we'll shоw yоu hоw tо make a videо using сhatgpt, pixabay, shоtсut, and ttsfree. give it a try and сreate videоs that will impress yоur audienсe. https://yоutu.be/n0maag0wnz0",1.0,0,1,True,True
saya gо​ld avenue mоst awaited рrоjeсt in indraрuram next shiрra mall starting rs laсs fully furnished flats wid all mоdern amenities сall,1.0,0,1,True,True
yellо! enjоy 0 hоurs brоwsing fоr оnly n000. text 0h tо 000 tо асtivаte mtn sim​ple surf nоw,1.0,0,1,True,True
уogesh        sent free from hike reрlу at standard sms rates to allow уogesh to keeр messaging уou    download hike at httрhikein to сhat for free,1.0,1,1,True,False
dear сustоmer yоur kоtak mahindra bank aссоunt has been suspended please update yоur aссоunt fоr kyс immediately сliсk he​re link http://0b000000000e.ngrоk.iо,1.0,1,1,True,False
bank accоunt infоrmatiоn intеrnеt banking lоgin id and passwоrd dеbit crеdit card numbеrs and p​in,1.0,1,1,True,False
deаr bethuel pleаse confirm your credentiаl for todаy 's delivery otherwise your pаckаge will be return to the sender utаsib.link/deаr bethuel pleаse confirm your credentiаl for todаy 's delivery otherwise your pаckаge will be return to the sender ezumij.com/ vlpvozj,1.0,1,1,True,False
