Adversarial_SMS_Text,True_Label,Unimodal_Prediction,Hybrid_Prediction,Hybrid_Correct,Hybrid_Won_Where_Uni_Failed
haррy hоlidays frоm yоur lосal сvs here be a free xxx gi​ft fоr соmрlete this quiсk survey,1.0,0,1,True,True
earn montly rental of rs рm invest l get lock​able office sрace on booking get a holiday рkg free easy рay рlans near metro stn call,1.0,1,1,True,False
nhs: tеst&trасе hаs rесiеvdеd rерorts thаt y​ou wеrе in сontасt with somеbody who hаs сovid-19. рlеаsе gеt yoursеlf а tеst kit: httрs://nhsqb-tеst.wеb.арр,1.0,0,1,True,True
gеt mo​nth еxtrа frее to usе wi fi routеr worth rson rеnеwаl of уour hаthwау ас саll on offеr vаlid till,1.0,0,1,True,True
саshbасk оn mоbilebill pауm​ents in оne сliсk with hdfс bаnk pауzаpp оffer time frоm аm tо pm оffer till jаn dоwnlоаd аpppауzаppintс,1.0,0,1,True,True
"dеаr. yоu аrе invitеd tо jо​in thе """"bitс0in"""" аnаlysis grоup аnd jоin in thе invеstmеnt plаn аnd еаrn 500-5k usd а dаy. ðððplеаsе сliсk thе """"link"""" bеlоw tо jоinððð\nhttps://сhаt.whаtsаpp.соm/f6wо68ссsrq88с9lsdsgсn",1.0,0,1,True,True
уou arе еntitlеd to uрdatе to thе latеst сolour сamеra mobilе for frее! сall thе mobilе uрdatе vсo frее on 08002​986906,1.0,0,1,True,True
rеlianсе 2g dataсard in 1500/-spееd upto   3.1mbps  unlimitеd downloading plan   availablе & 3g dataсard in 2500/-spееd upto   7.2 mbps pls сall-8826000951,1.0,0,0,False,False
get ideas tо enrich уоu life & staу healthу alwaуs. dial 14181 tо get great tiрs оn the art оf living  it's free tо call.                   ,1.0,0,1,True,True
warning! yоu must upd​ate yоur ledger device tо cоntinue uninterrupted use. please tap ledgerupdate.cоm,1.0,1,1,True,False
bumрer mоnday оffer buy bооkmyshоw vоuсhers at rs оff оn magiсрin wallet dоnt have enоugh роints add роints in yоur magiсрin wallet using рayment gat​eway magiсрininwallet hurry limited stосks,1.0,0,1,True,True
"tоdaу is оladiрuро ismaheel adekunle's birthdaу. reрlу tо роst оn his timeline оr reрlу 1 tо роst ""ha​рру birthdaу!"".",1.0,0,1,True,True
you are selected to get a free samsung s edge or fully рaid n cruise triр to colombo take a club mahindra membershiр  grab your offer sms clubh  tc,1.0,1,1,True,False
grab this offеr now losе your wеight upto  kgs pеr wееkfrее shoppеrsstop gift vouсhеr  amazing gifts for st frее сonsultation sms anjali to ,1.0,1,1,True,False
dоwnlоad hоt singlеs as сallеrtunеz! tо usе rainbоw rеmiх ft t-рain by 2f​aсе tехt 70519 tо 251; tо usе i сеlеbratе by waсоnzy,1.0,0,1,True,True
cоnfirm раyment cоlle​ctiоn fund83.cоm/ jр/1626234565.html,1.0,0,1,True,True
deаr sbi yоnо user yоur sbi yоnо ассоunt will be blосk tоdаy pleаse сliсk he​re the link аnd updаte yоur pаn саrd number immediаtely http://bitly.ws/оipl,1.0,0,1,True,True
scоtiаbаnk sеcuritу sуstеm hаvе dеt​еct sоmе unusuаl аctivitу рlеаsе vеrifу уоur idеntitу in оrdеr tо аvоid susреnsiоn httр://scоtiаbаnk.cа.sms-2df w.cоm/s,1.0,0,1,True,True
dеаr ms hаrshitа sorrу for bothеring уou so lаtе аt night nikhil аskеd mе to cаll уou right аwау wе hаvе аlrеаdу рlаcеd our ordеr in thе еvеning wе wеrе onlу wаiting to аrrаngе for t​hе storаgе sраcе which wе wеrе аblе to fulfill уеstеrdау onlу mу sincеrеst арologiеs аgаin kаrtik hаrisinghаnеу bistro,1.0,0,1,True,True
сatсh thе ind vs рak t роtbоilеr with wangs kitсhеn buy gеt nd dish оf samе valuе frее frоm f​еb usе wk fоr dеlivеry takеaway сall,1.0,0,1,True,True
monday offers buy get free on men formal shoes httpysmrtlnkinuayapyh wo​men premium shoes strtng only httpysmrtlnkinхoхyх,1.0,1,0,False,False
dеаr pnb сrеdit саrdholdеr grееtings introduсing сonvеniеnсе of digit pin to еnhаnсе your shopping еxpеriеnсе through pnb сrеdit саrd now you mаy еithеr сhаngе to digit pin аt аny pnb аtm or сontinuе with еxisting digit pin аssu​ring you our bеst sеrviсеs аs аlwаys,1.0,0,1,True,True
cоnfirm рауment cоlle​ctiоn ã¢ââ httр://u7аb5.fund87.cоm/jр/ 1622088291.html,1.0,0,1,True,True
hi usha  уоu have sent уоur first interest tо vijeeth n vijaуanscm at scmatrimоnу tо get a realtime nоtificatiоn when he resроnds  dоwnlоad оur aрр  httрbitlуscmfei immediate actiоn оn interests increases уоur chances оf success,1.0,0,1,True,True
dеar sir wе bе mu​lti рharmaсеutiсal со. uk wе havе urgеnt lоngtimе рrоfitablе businеss tо disсuss with уоu kindlу rерlу tо tоmb2788@gmail.соm,1.0,0,1,True,True
gеt  cashback upto rs  on st idеa postpaid bill paуmеnt of min rs  to rеgistеr  dial  or download thе app via httpbitlуsrb  tc applу,1.0,1,1,True,False
get li​fe соver guranteed inсоme оf inr laсs and inr laсs оn maturitу enjоу tax benefit sms giр tо tсa,1.0,0,1,True,True
dеar custоmеr yоur sеrvicе sеttings will arrivе sооn. kindly оpеn thе mеssagе and savе. gеt daily hеad​linеs frоm guardian nеwspapеr tехt tgw tо 655. n30/wееk,1.0,0,1,True,True
yоu havе zооm vоicеmail frоm zое22 plеasе call ххххххххххх оr еmail hеlp usеr-cоntеnt.cоm tо оpt оut markеting call cоst plus std n​еt ratе,1.0,0,1,True,True
girnar rеstaurant sресial оffеr ехе fооd рaсkеt rs еnjоy fr​ее valеt рarking frее wifi fоr dеtails сall,1.0,0,1,True,True
sаrjub оуs nidhi whаts аpp pаr msg kаrtо mаne mаrа mа numbr nаi аvtо sent free frоm hi​ke replу аt stаndаrd sms rаtes dоwnlоаd hike аt httphikein tо chаt fоr free,1.0,0,1,True,True
download idеa monеy app for offеrs httpsgooglmsjb gеt gb data  just rs month sms actgb to  to activatе spееd  ovеragе as pеr basе pack,1.0,1,1,True,False
"finаl chаncе! clаim ur â£150 worth of discount vouchеrs tod​ау! tехt уеs to 85023 now! sаvаmob, mеmbеr offеrs mobilе!",1.0,1,1,True,False
уоur rs lоcalstd sms max sms per daу d pack will expire in daу put уоur pack оn autоrenewal fоr free and get cashback with each renewal tо о​pt fоr autо renewal replу with,1.0,1,1,True,False
mу wishes fоr уоu аre nоt limited tо just the next уeаr but tо аll the уeаrs thаt уоu experienсe in уоur lifetime аnd in уоur reinсаrnаtiоns hаve а funfilled smаshing rосking аnd hаppening n​ew уeаrs аshish sаngаl fаmilу rаigаrh,1.0,0,0,False,False
dеar luсky winnеr my good namе is jamеs morgan fromе samsumg сomрanyi just arrivе in your сountry to dеlivеr your сhеqе of  сrorе ruрееs and your samsung laрtoр to youсall mе fart for thе final dеlivеry of your сhеqе,1.0,0,1,True,True
уоur telephоne number hаve be grаnted 5.4 mil​liоn оn gооgle аdgrаnt rewаrd tо redeem visit http://bit.lу/ 2kr8r8kс nоw аnd enter уоur ref 34988gаg,1.0,1,1,True,False
register fоr vaccine nоw frоm age 18+ register fоr vaccine use cоwinhelp app dоwnlоad fr​оm belоw link http://tiny.cc/cоwin-help,1.0,1,1,True,False
dеar usеr stay uрdatеd with yo​ur buyеrs anytimе anywhеrе сliсk httрgoiminimaрр download indiamart aрр and gеt a сhanсе to win bookmyshow moviе tiсkеts,1.0,0,1,True,True
get uрtо оff оn hоliday deals tо gоa frоm ezeegоcоm nd рackages rs incl flight stay meals sightseeing ca​ll,1.0,1,1,True,False
sеrviсе mеssagе for mpеsa usеr now managе vodafonе aссount bу уoursеlf through our nеw mуvodafonе app to download сliсk http://www.vodafonе.in/mvvf1 n​ow,1.0,1,1,True,False
ее wе 'vе bе unаblе tаkе your pаy​mеnt for this month to аvoid fее plеаsе updаtе thеm аt ее-bill-pаy.сom,1.0,0,1,True,True
"deаr сust​оmer, yоur rbl сredit саrd pоints inr 9800 eхpired tоdаy. kindly redeem yоur pоints in саsh by сliсking here: www.sbbprоs.соm -s t trаders.",1.0,0,1,True,True
frее unlimitеd hаrdсоrе роrn dirесt 2 yоur mоbilе tхt роrn tо 69200 & gеt frее ассеss fоr 24 hrs thеn сhrgd@50р реr dаy tхt stор 2ехit. this msg is fr​ее,1.0,0,1,True,True
hеllo gаmifivе sеrviсе is now асtivе on yo​ur numbеr аs rеquеstеdthis sеrviсе is vаlid till аnd а dаys rеntаl of rs will rеflесt in your nехt billto dеасtivаtе sms stop to or саll toll frееto visit thе sitе сliсk httpgаmifivеmobivillаgеinsitеаsynс,1.0,0,1,True,True
nаb аlert we hаve identifу sоme unusuаl асtivitу in уоur оnline bаnking рleаse lоgin httр://ib.nаbассоunt.infо/lоgin tо res​tоre уоur оnline bаnking thаnks nаb,1.0,0,1,True,True
"уour bonus рoints (5340 рoints) will eхрire todау, be sure to сlаim уour rewаrds now: httрs://t.lу/qrtс",1.0,0,1,True,True
cоngrаtulаtiоn pауtm cоmpаnу у​оu wоn tаtа sаfаri cоst rs xxxxxxx registrаtiоn chаrge аpplied cоntect -xxxxxxxxxx,1.0,0,1,True,True
уоur argоs card have a refund оf ãâ£ ххх frоm хххх оverрaуment cоnfirm all уоur detail until 15.12.2020 httр://bit.lу/37jdlet,1.0,0,1,True,True
уour paуsеnsе loan bе con tinuouslу undеr dеfault wе rеq​uеst уou to plеasе clеar thе duе urgеntlу to avoid dеfaultеr updation in cibil http://www.gopaуsеnsе .com/paу,1.0,0,1,True,True
chаrlesschwаb/krg7k.sq3:yоur аccоunt hаs been lоcked d​ue tо ununsuаl trаnsаctiоns.visit httрs://institutоhаquirа.edu.рe/schwаb/ tо,1.0,0,1,True,True
dеar pеуtm customеr уour account havе bе suspеnd plеasе contact customеr ехcu​tivе ph8637882876 immеdaitеlу уour account will bе block with in хх hr thank уou 11:56 am vodafonе in bz nvptna,1.0,0,1,True,True
spеciаl оffеr оn​lу fоr u rc оffеrs аircеl tо аircеl lоcstd pm аircеl tо оthеrs lоcstd pm fоr dауs rеchаrgе оr diаl tо аctivаtе,1.0,0,1,True,True
сgamеs сustomеr solu​tions llр havе rеquеst monеу from уou on рhonере rs.65000 will bе dеbit from уour aссount on aррrovе thе rеquеst httр://рhon.ре/4totioх5,1.0,0,1,True,True
"kfc nеw mar​kеt bе givе yоu a 9рc buckеt fоr оnly r62,45 рlus frее dеlivеry tоday оnly оrdеr nоw bit.ly/2рbfо9t t cs stор орtоut",1.0,0,1,True,True
pаmpеr уоur mоm with еxсlusivе dеаls frоm tаj hеаdmаstеrs оthеrs this wееkеnd аlsо win а mоnth оf frее ridеs сh​есk hоw tubеrсоmmdау tса ubеrсhd,1.0,0,1,True,True
"hi, sorry i wаs in аustrаliа аnd i'm bаck. i owe $500 on the рhone to раy off. i'll give it to you for $330 if you wаnt. i'm off work аt 7рm in encinitаs а couрle рeoрle аre interested so just keeр me рosted if you did​n't get one аlreаdy o'",1.0,0,0,False,False
уоur lоse iрhоne have be find the last reроrted lоcatiоn fоr уоur iрhоne will remain available fоr 24hоurs view lоcatiоn httр://iclоud.cоm -verifу.us/fmi/ auth=579 aррle suрроrt cоруright ãâ© хххх aррle inc all right reserve уоur track number fоr уоur iрhоne 629уh​k29l8,1.0,0,1,True,True
nhs yоu be nоw eligible tо ap​ply fоr yоur nhs соvid pas faliure tо apply may result in a fine please apply fоr yоur соvid pas via nhs.mypass-view.соm,1.0,1,1,True,False
biggеst flights salе bу уatra uptо rs instant disсоunt соupоnmflash nо minimum bооking amоunt valid till pm tс dоwnlоad httpgооglkjttbn,1.0,0,1,True,True
08714712388 bеt​wееn 10am-7рm cost 10р,1.0,0,0,False,False
dеar sbi usеr your s​bi yono aссount will bе bloсk today рlеasе сliсk hеrе on thе link to uрdatе your рan сard dеtail thank you httрs //сutt.ly/gufsqq7,1.0,0,1,True,True
"gоv.uk alert соrоnavirus it has соme tо оur attentiоn that yоu have been оut оf the hоuse mоre than оnсe. due tо this irresроnsible behaviоur, we are issuing yоu a fоrmal warning and ï¿½250 fine. if this соntinues, the fine соuld inсrease tо a maхimum оf ï¿½5000 and/оr an arrest. рayment will be taken autоmatiсally оut оf yоur aссоunt. сall 0800345 9999 fоr any enquiries оr tо aррeal.",1.0,0,1,True,True
dеаr consumеr уour еlеct​ricitу powеr will bе disconnеctеd.to night аt 9:30pm from еlеctricitу officе bеcаusе уour prеvious month bill bе not updаtе.plеаsе immеdiаtеlу contаct with our еlеctricitу officеr on 6204713189thаnk уou,1.0,0,1,True,True
1 tоmоrrоw is sаriаh bаса's birt​hdау сhооse а саrd аnd gift theу'll lоve in the арр right nоw! httрs://арр.givingli.соm/орen/арр сelebrаte sаriаh bаса's birthdау tоdау send а саrd аnd gift theу'll httрs:// lоve right nоw арр.givingli.соm/орen/арр,1.0,0,1,True,True
lаst  dаys of the bigggest x bonus rewаrds  the bonus fest gets over on  jаn rush to your neаrest me n moms store to аvаil this offer  upto  off,1.0,1,1,True,False
rоhitd  happу new уear    sent free frоm hike replу at standard sms rates    dоwnlоad hike at httphikein tо сhat fоr free,1.0,1,1,True,False
gеt frее gifts wоrth rs уеаrs wаrrаntу with litrеs еlеct​rоluх grill micrоwаvе rs tо оdеr cаll gеt ехtrа rs оff usеcоdе,1.0,0,1,True,True
t​hе first stер towаrds your digitаl hеаlth jour nеy hеrе bе your аbhа xx-xxxx-xxxx-xxxx click hеrе httрs //,1.0,0,1,True,True
this eа​sу уet suрer deliciоus kаbuli muttоn рulао is mаde with simрle ingredients! click the link: httр://l.jаzzmоbilemаg.рk/k9g6r2n/cc03,1.0,0,1,True,True
	**frее mеssаgе**thаnks for using thе аuction subscription sеrvicе. 18 . 150p/msgrcvd 2 skip аn аuction txt out. 2 unsubscribе txt stop customеrcаrе 08718726270,1.0,1,1,True,False
hi man​ish k use nauk tо get discоunt оn naukri рaid services оffer exрires оn mar sms рrоmо tо оr buу at httрgооglfуncb,1.0,0,1,True,True
yоur а с xxxxxxx9673 саn bе сrеdit with rs xxxxxx сhесk nоw sm 1.in/5tr7un,1.0,0,1,True,True
leаrn how to mаke restаurаnt stуle раneer сrisру аt home! сliсk t​he link for reсiрe: httр://l.jаzzmobilemаg.рk/mozhofh/948b,1.0,0,1,True,True
mу namе bе karlуn pоrtillо.i bе hоrnу gi​rl and alоnе at hоmе tоdaу if уоu wan na tо fuck mе at hоmе nо nееd mоnеу mу prоfilе picturе and gеt mу numbеr.cоpу and pastе уоur brоwsеr,1.0,0,1,True,True
eаrn mоneу with bоlz​.cоm sо eаsу just bу dо а tweet with уоur twitter аccоunt,1.0,0,1,True,True
new eхсellent eduсatiоnal i is nоw using mуlу aрр tо send all infосliсk tо dоwnlоad aрр httрgооgldnvltq aррus​ername aрррasswоrd swat,1.0,0,1,True,True
off on сraftsvilla sar​ееs suits lеhеngas anarkalis and morе hurrу whilе stoсks last сhесk thе сollесtion hеrе httрbitlуshaoус,1.0,0,0,False,False
уоur саrd hаve be suspend fоr seсuritу reаsоn frоm сid оf qаtаr further trаnsасtiоn will be disаble pleаse соntасt tо сid оf qаtаr ххххххххххххх,1.0,0,1,True,True
en​ter уour birth detаil аnd get free horoscope report know уour future http://bit.lу/2m74fbs,1.0,1,1,True,False
dear сustomer todaу уour vodafone sim сard kус doсuments has been рending уour sim сard will bee bloсked within хх hours more enquirу immediatelу сall сustomer сare no.7076730913,1.0,0,1,True,True
we аttemрt tо deliver yоur раckаge аt 17:20 оn mоndаy xx nоvember xxxx but nо оne be аvаilаble yоur раrcel be return tо оur deроt аnd yоu need tо reschedule yоur раckаge delivery рleаse reschedule yоur раckаge delivery by рress here httр://rоyа​lmаil.cо.uk/ reschedule,1.0,0,1,True,True
vikаshs hау sеnt frее frоm hikе rеplу аt stаndаrd sms rаtеs dоwnlоаd hi​kе аt httphikеin tо chаt fоr frее,1.0,0,1,True,True
"dеаr customеr congrаtulаtion your ordеr numbеr win thе fi​rst prizе thаt bе mаhindrа хuv ххх rs 12,25000 in lucky drаw vаlid for 14/01/2019 from our flipkаrt onlinе shopping rеgistrаtion chаrgе хххх whаtsаpp no ххххххххххх аpply for morе еnquiry our hеlplinе хххххххххх хххххххххх",1.0,0,1,True,True
dear custоmer cоngrats yоu have a pre-qualified yes bank credit ca​rd оffer tо apply http://f49.bz/fzwmae,1.0,1,1,True,False
lаunching cоuntdоwn оceаn blue аt mаtungа hоmes with seа view stаrt user.97cr nо flооr rise xx gst sаving rerа id р51900006152.t c аррlу cаll xxxxxxxxxxx,1.0,0,1,True,True
"thаnks for уour ringtone order, reference number х49. уour mobile will be chа​rged 4.50. should уour tone not аrrive рleаse cаll customer services 09065989182. from: [colour=red]teхt[/colour]tхtstаr",1.0,1,1,True,False
рlaу gamebird tournaments without anу subscriрtion charges . рlaу no​w: httрs://bit.lу/signuрgbgg.,1.0,0,1,True,True
(uрs) nоticе аbоut уоur оrdеr раckаgе: #uрs-ixzуjtsl оn hоld. cоnfirm уоur ziр cоdе: httрs://is​.gd/уbkgm2 о,1.0,0,1,True,True
"hi thеrе.nicе tо mееt yоu.i hаvе а fеmаlе friеnd with а gооd finаnciаl. shе hаvе nо timе tо mаkе friеnds fоr busy wоrk, nоw shе wаnt tо mаrry а mаn bеt​wееn 27 аnd 55 yеаrs оld, if yоu аrе mоrе thаn 27 yеаrs оld tо 55 yеаrs оld. rерly thе numbеr ""1"" аnd click thе link tо mеssаgе hеr immеdiаtеly. httрs://wа.mе/13213360655 wish yоu hаvе а hаррy lifе.",1.0,0,0,False,False
get a сar on everу booking bhk at noida extension paу on​lу rs laс no pre emi till possession offer onlу valid upto th feb сall,1.0,0,1,True,True
spеciаl offеrsstаr hуpеrshop for rs gеt аssurеd gift wo​rth min rs frее surуа p cookеr combil cg mixеr grindеr sеt cg drу iron off on аnу britаnniа biscuitssеlеct kissаn mixfruit jаm g off for morе offеrs click on httpuploаdpiеcomzxrе tc,1.0,0,1,True,True
had your mobilе 10 mths? updatе to latеst orangе сamеra/vidеo pho​nеs for frее. savе ã¥â£s with frее tеxts/wееkеnd сalls. tеxt yеs for a сallbaсk orno to opt out,1.0,0,1,True,True
kееp уour housе pеst frее with an уеar lo​ng еxpеrt pеst protесtion at rs flat rs off for limitеd pеriod to know morе sms hpс to tс a,1.0,0,1,True,True
dеar customеr your atm card havе bе block bеc​ausе you havе not updatе yеt if you want to kееp usе your atm card plеasе call our numbеr as0523826303,1.0,1,1,True,False
fullу mаintаinеd loаdеd bhk suitеs with а lаkе viеw rs lасs onlу book in lа​сs onlу in south of gurgаon golf driving rаngе саll,1.0,0,1,True,True
hi the internet bаlаnсe аs on for yo​ur рhoton no is mb vаlid till thаnk you,1.0,0,1,True,True
deаr sаurаbh trivedi уes а new chаnce to grаb аt lucknow region eхclusivelу for уou be​аt this winter with windcheаter login regulаr premium from th to th nov аmumsoаsok sаmk tmаbsmlаc bm lаcаnd get rewаrdedhurrу upoffer vаlid for limited period,1.0,0,1,True,True
energizer fitness сentre wishes all happy hоlidays jоin nоw and get exсlusive hоliday оffers and disсоunts kali​park rajarhat kоl сall,1.0,0,1,True,True
gеt 15gb ххх lосal minutе fоr оmr х valid fоr х wееks.just dial ххх tо subsсribе оr visit httр://ооaрр.рagе.link /sресial оffе​rjust dial ххх tо subsсribе оr visit httр://ооaрр.рagе.link /sресialоffеr,1.0,0,1,True,True
"deаr саrdh​оlder, yоu саn соnvert eligible trаnsасtiоn(s) dоne with yоur sbi сredit саrd intо fleхiраy emls. сliсk httрs://sbiсаrd.соm/fleхiраy.",1.0,0,1,True,True
estatement alert u have reward рoints as on mar in ur state bank aсdownload statebankrewardz aрр trimsbraр to redeem рoints for exсiting рrod​uсts,1.0,1,1,True,False
deаr раytm user your раytm а с ky.с hаs been exр​ired саll immediаtely for verifiсаtion а с will be bloсked within 24hr раytm offiсe рh xxxxxxxxxx,1.0,0,1,True,True
dаrfresh bооking оf hudа gоvt аppr​оved prоjeсt bhk in heаrt оf fbd neаr fngmetrо stаtiоn аn аttrасtive rаte оf rs lас lоаn саll,1.0,0,1,True,True
what's in the рiсture? guess what the museum in the attaсhed рiсture is fo​r: 1) flower рots 2) toilets 3) handiсrafts ^1/ 2/ 3 reрlу within 24 hrs to know the buzz.,1.0,0,1,True,True
my diet gives measurable results lo​se upto kgs per weekanjali mukerjee health total natural easy for free сonsultation sms fit to,1.0,1,1,True,False
win a ã¥â£200 shор​рing sрree everу week starting nоw. 2 рlaу teхt stоre tо 88039. skilgme. tsсs08714740323 1winawk! age16 ã¥â£1.50рerweeksub.,1.0,0,1,True,True
arе yоu рrеgnant оr dо yоu havе a nеw infant оr havе family that ha​s? gеt 5 frее days оf baby and рrеgnancy tiрs thеn n50/5 days. tехt baby tо 38888.,1.0,0,1,True,True
did уоu knоw уоu can sharе уоur da​ta plan with уоur friеnds. tо sharе dial *127*01*rеcipiеnt glо numbеr# stоp sharing dial *127*02*rеcipiеnt glо numbеr#,1.0,0,1,True,True
